제목,카테고리
㈜오뚜기 추천채용 안내,취업 정보
삼화페인트공업(주) 추천채용 안내,취업 정보
삼성화재 온라인 채용설명회 안내,취업 정보
[취업-1274] 법제처 청년인턴 채용공고 (~7/8 18:00),취업 정보
[취업-1275] 경찰청 국가수사본부 2024년도 제 14회 변호사 경력경쟁채용공고,취업 정보
[취업-1276] 법무자문위원회 연구위원 채용공고 (~7/15 18:00),취업 정보
[취업-1277] 법무법인(유) 세종 변호사 법학전문대학원 16기 채용공고 (~8/11 24:00),취업 정보
[취업-1278] 에코프로머티리얼즈 변호사 채용공고 (~채용시마감),취업 정보
[취업-1280] 인터파크 플랫폼 법무 담당자 채용공고 (~채용시마감),취업 정보
[취업-1273] 2024년 제3차 스포츠윤리센터 직원(변호사) 채용공고 (~7/14 18:00),취업 정보
[취업-1281] 울산광역시 임기제공무원(변호사) 채용공고 (~8/7 18:00),취업 정보
[취업-1283] 공영홈쇼핑 전문계약직(변호사) 채용공고 (~8/29 목),취업 정보
[취업-1284] 이지메디컴 사내변호사 채용공고 (~채용시마감),취업 정보
[취업-1285] 포스코퓨처엠 국내변호사 신입/경력 수시 채용공고 (~8/26 13:00),취업 정보
[행정_소상공인진흥공단] 2022 상반기 채용설명회 일정 안내,취업 정보
(주)상록골프앤리조트 채용공고,취업 정보
[농진원]스마트팜 수출기업 인턴프로그램 공고(~5/29),취업 정보
[취업-1282] 교육부 일반임기제 5급(변호사) 채용공고 (~8/12 18:00),취업 정보
키엔스코리아(주) 추천채용 안내,취업 정보
[취업-1272] 대한상공회의소 기업정책팀 변호사 채용공고 (~7/9 18:00),취업 정보
[취업-1270] 부산광역시북부교육지원청 지방임기제공무원(변호사) 채용공고 (~7/3 18:00),취업 정보
2024년 하반기 포스코A&C 채용연계형 인턴사원 공개채용,취업 정보
[앤비젼] 블라인드 평점 4.4 앤비젼 상반기 공채 모집 공고(~24.4.28),취업 정보
[LS엠트론]2023년 2분기 경력/신입/신입인턴사원 채용,취업 정보
[한화정밀기계] 2023 상반기 채용전제형 인턴 채용(~5/21),취업 정보
[한국농업기계공업협동조합] 2023년도 1차 정규직 신입사원 채용공고,취업 정보
2024년도 부산식약청 동계 현장실습 프로그램 운영계획 안내,취업 정보
[취업-1271] 2024년 한국소비자원 경력직원(변호사) 채용공고 (~7/2 14:00),취업 정보
동남권원자력의학원 채용공고,취업 정보
(주)에이치엔에이파마켐의 추천채용 안내(~6.1),취업 정보
[덴소코리아(주)] 2019년 상반기 법무팀 신입사원 모집 채용공고,취업 정보
[취업-1266] 부산지방국세청 6급 임기제공무원(변호사) 채용공고 (~7/31 18:00),취업 정보
[취업-1267] 한국기계연구원 일반행정(법무) 직무 채용공고 (~7/1 11:00),취업 정보
[취업-1268] 대한법률구조공단 주택상가건물임대차분쟁조정위원회 심사관 채용공고 (~7/2 18:00),취업 정보
[취업-1269] 국가녹색기술연구소(NIGT) 제3차 별정직 채용공고 (~7/8 11:00),취업 정보
국립농산물품질관리원 경남지원 조사분석실 대학생 현장실습과정 모집(접수 ~ 7/31(금)까지),취업 정보
(주)화승코퍼레이션 추천채용 안내,취업 정보
「2017년 부산광역시 저소득 장애인가정 주거편의 지원사업」 보조인력 채용공고,취업 정보
인플랜 채용공고(연장),취업 정보
[쎄트렉아이] 채용설명회 및 상담회 안내 (9/6),취업 정보
[한국투자증권] FY2024 일반 공채(신입사원 5급),취업 정보
[채용] 부산글로벌도시재단 사업지원 기간제근로자 채용공고(개발협력팀),취업 정보
일본 현지 기업 채용설명회 안내 (9/3),취업 정보
[삼성전자] DS부문 제조&기술담당 채용설명회 안내(9/5),취업 정보
[삼성중공업] 채용설명회 및 상담회 안내(9/4~9/5),취업 정보
고등학교 시간강사 급구,취업 정보
"[IBK기업은행] 2024년 하반기 신입행원 채용공고 및 온/오프라인 채용설명회 안내 (~9/19, 10:00)",취업 정보
[HD현대이엔티] 채용설명회 및 상담회 안내(9/6),취업 정보
사단법인 월드쉐어 직원 채용공고,취업 정보
[현대자동차] 2024년 현대자동차 9월 신입-인턴 채용,취업 정보
(주)휴롬 추천채용 안내,취업 정보
[SK하이닉스] 채용설명회 안내(9/9),취업 정보
포스코/포스코퓨처엠/RIST 채용설명회 안내(9/9),취업 정보
[채용공고] 한국산업기술시험원 2024년 3분기 2차수 위촉 계약직(항공우주 연구직) 공개모집(~9/5),취업 정보
[한화에어로스페이스] 쉑쉑버거와 즐기는 부산대 런치 채용설명회 (사전신청 必),취업 정보
동강병원 채용공고 (~9/18),취업 정보
(긴급) 부산영상예술고 수학 기간제교사 또는 시간강사 모집 안내,취업 정보
[채용공고] 고려엔지니어링,취업 정보
[식영/학부] 2024학년도 영양사현장실습 오리엔테이션 실시 안내(최종),취업 정보
[식영/학부] 24-여름/2학기 현장실습 참여학생 모집 안내(샘표식품),취업 정보
[부산광역시] 「제2회 기후산업국제박람회」프로그램 및 공공기관 채용설명회,취업 정보
[부산광역시 연제구] 연제구 청년 일자리 박람회 홍보,취업 정보
북구육아종합지원센터 직원 채용공고(보육전문요원) : 7/9(화)~7/23(화) 12:00,취업 정보
2024학년도 부산대학교 효원상담원 학생상담부 (비전임)인턴상담원 모집 안내: 1/4(목) 10시~1/11(목) 17시,취업 정보
부산광역시건강가정지원센터 직원 채용공고 : ~ 7. 21(금),취업 정보
[취업전략과] 한미그룹 채용설명회 (9/2(월) 14시~),취업 정보
[한화에어로스페이스] 채용설명회 및 상담회 안내 (9/2~9/3),취업 정보
[취업-1286] 2024년도 한국산업기술시험원 정규직 채용공고 (~9/10 18:00),취업 정보
한미그룹 채용설명회 일정 안내,취업 정보
[추천채용/취업전략과] 한국이네오스스티롤루션 주식회사 (~8/30 11:00),취업 정보
2023학년도 효원상담원 비전임(인턴) 상담원 모집 안내 : 2023.01.10.(화) ~ 2023.01.16.(월) 17시,취업 정보
[학부] 2024년 일화 신입 및 경력 모집(7)' 채용공고 안내,취업 정보
[대학내일ES] 신입(정규직) 및 인턴(체험형) 채용 및 채용 박람회 안내,취업 정보
KPX케미칼(주) 울산공장 인사총무 신입사원 추천채용 안내,취업 정보
배정미래고등학교 역사 시간강사 구인,취업 정보
[채용] 2024년 한국농어촌공사 신입사원 채용공고(지질직),취업 정보
[금정구자원봉사센터] 2024년 부산 어르신 일자리 증진대회 행사 지원 자원봉사자 모집,취업 정보
창원 경상고등학교 시간강사 또는 기간제 교사 모집,취업 정보
센텀고등학교 시간강사 모집 공고,취업 정보
부산중앙고등학교 일반사회 시간강사 모집 공고,취업 정보
[학부] 부산대학교 심리학과 사회신경과학 연구실 학부 인턴 모집,취업 정보
울산 호계고등학교 시간강사 모집,취업 정보
부경고등학겨 일반사회 시간강사 채용 안내,취업 정보
[취업전략과-추천채용] (주)오뚜기 추천채용 안내,취업 정보
[채용] 한국투자증권 추천채용 안내(~10/21),취업 정보
2021 스포츠일자리 컨퍼런스,취업 정보
(긴급)부산 여명중학교 수학 시간강사 모집,취업 정보
[취업-1297] 한국인터넷진흥원 2024년 변호사 및 전문계약직 채용공고 (~10/17 10:00),취업 정보
(주)바이트사이즈 채용형 인턴쉽 모집,취업 정보
[취업-1296] 한국콜마홀딩스 법무팀 사내변호사 채용공고 (~채용시마감),취업 정보
"[취업-1295] 헌법재판연구원 연구인력(일반임기제 4급, 5급) 채용공고 (~10/14 18:00)",취업 정보
2024 SW취업캠프 감바랩스 기업체험형 단기인턴십 참가학생 모집,취업 정보
[공고] 한화시스템 채용설명회 안내,취업 정보
[제이제이앤컴퍼니스] 채용설명회 및 상담회 안내 (10/8),취업 정보
DRB오토모티브 채용공고,취업 정보
"동인고등학교 기간제교사(수학,화학) 채용공고",취업 정보
[취업-1294] 신용회복위원회 2024년 제2차 신입직원 및 별정직(변호사) 채용공고 (~10/15 화),취업 정보
주식회사 디엔솔루션즈 추천채용 안내,취업 정보
[ 한국소방산업기술원] 2024년 정규직 채용 및 사무지원직 채용공고(제한/일반경쟁),취업 정보
[취업] 삼양그룹 추천채용,취업 정보
㈜휴롬 추천채용,취업 정보
부산 영재교육진흥원 연구원(기간제) 채용공고,취업 정보
2024년 상반기 밀양시시설관리공단 직원 공채 시험 공고 알림,취업 정보
브니엘여고 시간강사 모집 공고,취업 정보
[현장실습지원센터] 24-겨울 현장실습 참여학생 모집(포스코-이공계열),취업 정보
[기타] 포스코 스틸브릿지(대학생 현장실습 프로그램) 참여 안내,취업 정보
"[한국식품산업클러스터진흥원] 2024년 제5차 직원(정규직/전문계약직) 채용공고 안내(~10/22, 16시까지)",취업 정보
부산 개성고등학교(당감동) 시간강사 모집 합니다.,취업 정보
2024 하반기 대웅그룹 채용연계형 인턴십 모집 (~10/20(일) 23:59까지),취업 정보
넥센타이어 2024년 하반기 신입 공채(~11/5),취업 정보
"[넥슨컴퍼니] 2024 채용형 인턴십 <넥토리얼> (~10/21, 17시)",취업 정보
[취업-1300] 동남권원자력의학원 감사팀 변호사(별정직 사무직)채용공고 (~10/20 17:30),취업 정보
[취업-1299] 법무부 법률홈닥터 변호사 채용공고 (~10/18 금),취업 정보
[취업-1298] 부산지방국세청 임기제공무원(변호사) 채용공고 (~10/22 18:00),취업 정보
[채용공고] (주)워커린스페이스 채용 공고문,취업 정보
개성고등학교 시간강사(급구),취업 정보
UN건축사사무소 채용공고,취업 정보
[취업전략과]「2024년도 공무원 5급 공채 2차 합격자의 3차(면접)시험 대비 지원 사업」 시행 안내,취업 정보
분포고등학교 생명과학 시간강사 구인,취업 정보
[현장실습지원센터] 2024학년도 겨울계절학기 현장실습 참여학생 모집(포스코),취업 정보
[쎄트렉아이] 궤도와 함께하는 쎄트렉아이 라이브 채용설명회,취업 정보
사직동 수학/과학 전문학원 강사채용공고,취업 정보
[채용] 동원그룹 채용연계형 인턴 추천채용 안내,취업 정보
[ETRI] 2025년 동계 연구연수생(청년인턴) 공개채용 수요조사 실시(~10/17),취업 정보
[이랜드월드 패션] 2024 하반기 신입공채(~10/27(일)),취업 정보
[현장실습] 24년 동계방학 포스코 스틸브릿지 참가자 선발(10/23까지 신청 접수),취업 정보
2024 넥슨컴퍼니 채용연계형 인턴십(~10/21(월) 17시까지),취업 정보
[프리윌린] 콘텐츠팀 체험형 인턴 채용 공고,취업 정보
2024학년도 동계 방학기간동안 현장실습 프로그램 운영 안내,취업 정보
[취업전략과-추천채용] 2024년 하반기 현대백화점 경영지원(회계/재무)부문 추천채용 안내(~10/15(화) 11:00까지),취업 정보
차병원·바이오그룹 신입/Junior 공채 (~10/17(목)까지),취업 정보
[대웅그룹] 2024 하반기 채용연계형 인턴십 채용 (~10/20),취업 정보
[키엔스코리아] 2024년 하반기 비영업(IT) 신입 및 경력사원 채용공고 안내(~11/3),취업 정보
동원그룹 채용연계형 인턴 추천채용 안내(~10.14.(월)14시),취업 정보
부산고등학교 지구과학 시간강사 모집,취업 정보
조선내화(주) 추천채용 안내,취업 정보
[홍보·안내] 「2024학년도 겨울계절학기 현장실습학기제」안내,취업 정보
"[한국자동차연구원] 2024년 12월 별정직(계약직)모집 채용공고 안내(~10/28,12시까지)",취업 정보
2024 두산그룹 신입사원·채용연계형 인턴 채용 (9/23~10/4),취업 정보
KPX케미칼(주) 울산공장 추천채용 안내,취업 정보
사직고등학교 사회과 시간강사 구인 공고,취업 정보
금정여자고등학교 2학기 시간강사 채용 공고,취업 정보
㈜아프리카티비 추천채용 안내,취업 정보
부산 사직여고 시간강사 급구,취업 정보
2024 한화호텔앤드리조트 신입공채(핵심인재 Track) | ~10.10,취업 정보
[취업] 송원산업(주)의 추천채용,취업 정보
한국해양진흥공사 채용설명회,취업 정보
[추천채용-취업전략과] CJ프레시웨이(10.2(수) 11:00까지),취업 정보
[급구] 부산서여자고등학교 시간강사,취업 정보
[현대자동차] 채용설명회 일정 안내 (11/7),취업 정보
한국전기연구원 채용공고,취업 정보
제 42기 서울의대 임상약리학 학생인턴십(전공자 체험 프로그램) 안내,취업 정보
[그룹공채] 2024년 하반기 코스맥스그룹 신입사원 공채,취업 정보
㈜모바일이앤엠애드 추천채용 안내,취업 정보
"[취업-1302] 법률사무소 뉴원 변호사 채용공고 (인천, ~채용시마감)",취업 정보
배정고 기간제교사 채용공고,취업 정보
2025년 분당서울대병원 채용공고(~10.7),취업 정보
[채용] 환경.에너지연구소 환경분석센터 연구원 채용공고,취업 정보
[채용](주)동진생명연구원 미래환경창조부 채용공고,취업 정보
재송여중 시간강사 공고,취업 정보
[취업-1290] 동남권원자력의학원 감사팀 변호사(별정직 사무직) 채용공고 (~10/9 17:30),취업 정보
㈜경동이앤에스 추천채용 모집 연장 안내,취업 정보
부산 양동여자중학교 시간강사 채용 공고,취업 정보
2024학년도 부산대학교사범대학부설고등학교 시간강사 채용 공고,취업 정보
2024년 동계방학 포스코 스틸브릿지 15기 모집 안내(채용연계형 현장실습),취업 정보
[2024년 미래자동차 취업 지원] 포스코 채용설명회 안내 (9/26),취업 정보
[취업-1293] 부영주택 사내변호사 채용공고 (~10/6 일),취업 정보
2024학년도 겨울계절학기 현장실습 학생 모집 안내,취업 정보
[한국수출입은행] 하반기 별정직원(특수전문직) 채용공고,취업 정보
2024년도 공무원 5급 공채 2차 합격자 3차(면접)시험 대비 지원 신청 안내,취업 정보
2024 원익그룹 신입 공채 안내,취업 정보
[학부] [국도화인켐-부산] 구매팀 신입.경력사원 채용' 채용공고 안내,취업 정보
*긴급* [특별 채용추천] 한화에어로스페이스 추천채용 안내(9/26까지),취업 정보
포스코 스틸브릿지(대학생 현장실습 프로그램) 참여 희망학생 추천,취업 정보
[취업-1301] 한국소비자원 2024년 제2차 민원(법무) 및 변호사 채용공고 (~11/7 18:00),취업 정보
[존슨앤드존슨] J&J MedTech 인턴십 채용 (~11/12),취업 정보
"(한국해양과학기술원 부설 극지연구소) 2024년 하반기 극지연구소 기간제계약직 채용공고 안내(~10/8, 18시까지)",취업 정보
개금여자중학교 기간제 교사 및 시간강사 모집 안내 (급구),취업 정보
키엔스코리아(주) 추천채용 안내,취업 정보
개성고등학교 경제 시간강사 채용 공고,취업 정보
[취업전략과-추천채용] 삼호산업(주) 추천채용 안내,취업 정보
[필독]2025-1학기 수강신청관련 안내(문의: pnuarchieng@naver.com),해당없음
[한국공학교육인증원] 제18회 학생포트폴리오 개최 안내,해당없음
2025학년도 1학기 수강신청 참고자료,해당없음
[수업] 2025학년도 1학기 2차 수강신청기간 수강인원 증원 안내,해당없음
(필독) 2025학년도 1학기 수강지도,해당없음
"2025-1학기 신입생, 재학생 수강신청안내(2.11 오후3시)-개설강좌일람표 추가",해당없음
[수업] 2차 수강신청 대비 수강지도,해당없음
[신입생] 2025학년도 신입생 오리엔테이션 자료 공지(수강신청 안내),해당없음
[미래차사업단] 2월 졸업예정자 학생지원시스템 - 이수인증신청(마이크로디그리 신청) 안내,해당없음
[학사] [중요] 전자기학(Ⅰ) 수강신청 안내 (058분반 수강신청) - 최종,해당없음
2025-1학기 기계공학부 대학원 교과목 수강증원 계획 안내,해당없음
[졸업] 25년 2월 졸업자 대상 학과 졸업증서 수여식 개최 시 참석 의향 조사,해당없음
[수업] 유기소재시스템공학과 수강제한(타학년/대학원) 교과목 수강신청요청서,해당없음
[입학] 2025학년도 화공생명공학과 1학년 학부 신입생 수강신청 및 학사 안내,해당없음
[수강신청] 효원브릿지 미이수자(2학년 이상 중 신규 수강자) 신청 정보 제출 안내,해당없음
[수업] 2025학년도 1학기 학부 희망과목담기 및 수강신청 기간 알림,해당없음
복수전공 이수자 수강 안내(타과 학생의 전기공학전공 복수전공 이수),해당없음
[산업대학원]수강신청 안내(25-1학기),해당없음
2024학년도 겨울계절학기 현장실습 지도교수 배정 및 현장실습 시행 안내,해당없음
2024학년도 전기 사회학과 학위수여식 안내(25년 2월 졸업),해당없음
2025-1기 전공 교과목 증원 안내,해당없음
2025학년도「행복가득 보금자리 지원사업」 대학생활원 보금자리 장학생 추천,해당없음
2024년 시설환경 만족도 설문조사 안내,해당없음
[PASS] 2024학년도 2학기 윤여선 교수님 지도교수 상담 실시 안내,해당없음
2025년 2월 학위수여식 일정 및 졸업자 명단 안내,해당없음
2025학년도 1학기 학년별 선택과정 강의실 배정 현황 안내,해당없음
신입생 25-1학기 건강관련이론 수강신청 가능,해당없음
2025-1학기 교과목 증원 수요조사,해당없음
2025학년도 1학기 형사법세미나 교과목 수강인원 증원 안내,해당없음
[언어교육원] 부산대 재학생의 외국어 학습 수요에 대한 설문조사 실시,해당없음
"[교류/교환/파견/어학연수] 2024학년도 겨울계절수업 교류 수학 안내[국립안동대, 중앙대]",해당없음
2024학년도 겨울계절학기 현장실습학기제 참여 및 수강신청 안내,해당없음
[학사] 2025년 1학기 증원신청결과 안내,해당없음
2024년 11월 도서관 운영 일정 및 열람실별 이용 안내,해당없음
2025년 2월 도서관 운영 일정 및 열람실별 이용 안내,해당없음
[언어교육원] 2025학년도 1차 종합졸업영어(학부 수료생 대상) 수강생 모집,해당없음
11월 BK연구장학금 지급일 안내 Note for BK scholarship,해당없음
학자금 대출 안내,해당없음
[대학] 2025학년도 1학기 교양과목 수강지도 지침,해당없음
[학과행사] [국립대학 육성사업] 글을 잘 써야 역사가 보인다 - '졸업논문 잘 쓰는 법' 특강 개최,해당없음
[졸업] 2024년 문헌정보학과 학위수여식 안내(장소 변경),해당없음
[수강안내] 2025학년도 1학기 수강신청 전 예비졸업사정 및 수강지도 안내,해당없음
[졸업] 2024학년도 전기(2025년도 2월) 학위수여식 안내,해당없음
[수강신청]2025학년도 1학기 대학원과정 희망과목담기 및 수강신청 안내,해당없음
2025학년도 4학년 진학자 졸업논문조 편성 안내(~2/17일까지 신청),해당없음
"2025학년도 학부 신입생 OT 일정 (학과, 학적, 수강신청 안내 등)",해당없음
2025학년도 신입생 수강신청 안내자료,해당없음
"2025학년도 학부 편입생 오리엔테이션 자료(수강신청 안내, 교육과정표 등)",해당없음
[해당자] 2025학년도 중등교사 임용시험 최종 합격자 대상 설문조사 실시 안내,해당없음
2025학년도 1학기 전공 및 개강자료 안내(전공과목 증원요청 포함),해당없음
독어교육과 학부졸업논문 심사일정 및 관련 서식(2025학년도 1학기),해당없음
학부] 2025학년도 1차 종합졸업영어 개설 알림,해당없음
[교육인증원] 학생포트폴리오 경진대회 및 세미나 개최 안내,해당없음
[부산울산지방병무청] 현역 모집병 모집 (2024년 11월),해당없음
[OT장소변경] 2025-1학기 수강신청 안내 및 신입생 오리엔테이션 알림,해당없음
'정규학기 SAM 해외파견 프로그램' 설문조사 참여 요청,해당없음
"[교류/교환/파견/어학연수] 2024학년도 겨울계절수업 교류 수학 안내[강원대, 제주대, 고려대 에너지신산업, 경성대, 부산외대]",해당없음
[2025학년도 1학기] 전공 교과목 증원 공지_20250219,해당없음
2025학년도 1학기 기계공학부 수강신청 안내(재학생),해당없음
[식영/학부] 2025학년도 신입생 수강지도 및 오리엔테이션 자료,해당없음
2025년 1학기 2차 수강신청 이후 증원 안내,해당없음
2025학년도 1학기 복수전공 이수자 선발 계획 안내,해당없음
2025학년도 1학기 전과 신청 안내,해당없음
[학사] 2025학년도 1학기 학부 연계전공 이수자 선발 계획 안내,해당없음
[영어영문학과] 2024학년도 졸업생 취업 특강-사기업 특강/(주)롯데쇼핑,해당없음
2025학년도 1학기 외국인 대상 학교 단체보험 가입 계획 및 보험 안내문 공지,해당없음
1월 BK연구장학금 지급일 안내 Note for BK scholarship,해당없음
[모집] 2025학년도 대학생활원(부산) 콘도형 생활관 모집요강 공고,해당없음
"2025학년도 1학기 현장실습학기제 실습기관, 학생 모집 및 수강신청 안내",해당없음
[학과행사] [국립대학 육성사업] 2024학년도 '사학과 졸업하면 뭐 하지?' 특강 프로그램 개최,해당없음
[부산울산지방병무청] 현역 모집병 모집 계획 (2024년 10월),해당없음
12월 BK연구장학금 지급일 안내 Note for BK scholarship,해당없음
[학사] 2025학년도 1학기 교육과정 개정(신설·명칭변경·이수학기 변경) 안내,해당없음
[언어교육원] [2024학년도 부산대학교 재학생의 외국어 학습 수요에 대한 설문조사] 경품 지급 안내,해당없음
"[교류/교환/파견/어학연수] 2024학년도 겨울계절수업 교류 수학 안내[계명대, 한국과학기술원(KAIST)]",해당없음
2024학년도 2학기 지도교수 상담 실시 안내(~12/30까지),해당없음
[공통] 부산기록원 건립을 위한 설문조사 안내,해당없음
"2024학년도 대학원 학위논문 일정 및 학부 4학년 졸업논문, 학과교수장학금 시상수여식 일정 안내",해당없음
"[현장실습]2024학년도 겨울계절학기 현장실습학기제 실습기관, 학생 모집 및 수강신청 안내",해당없음
2024학년도 2학기 수강인원 증원 안내(민사법무종합.형사법무종합.기업법무종합.모의재판),해당없음
경남 의령행복학습관 전임강사 공개채용 안내,해당없음
[언어교육원] [2024학년도 부산대학교 재학생의 외국어 학습 수요에 대한 설문조사] 경품 지급 안내,해당없음
[공지] 12월 행정실 휴실안내(12/27),해당없음
[학생과] 2024학년도 제1기 'Arise PNU 글로벌 사회공헌단' 선발결과 공고,해당없음
2024학년도 겨울계절학기 표준현장실습학기제 숙박비 지원 사업 안내,해당없음
[소프트웨어융합교육원]2024 SW중심대학 마일스톤 장학생 선발결과 공지(B등급 최종),해당없음
[기타]2024학년도 2학기 대학생활원(부산) 비원생 모집 요강 공고,해당없음
2024년 9월 도서관 운영 일정 및 열람실별 이용 안내,해당없음
"(중요) 2025학년도 1학기 법학전문대학원 취약계층장학금 신청 안내(재학생, 복학예정자, 신입생 입학예정자)",해당없음
24년도 2학기 SW융합연계전공 및 산업AI연계전공 이수자 선발 안내(07.10~15),해당없음
영어영문학과 펜토미노 교육과정 개편 설문조사 협조 요청,해당없음
2025학년도 1학기 (통합)연계과정 학생 및 전환 희망 학생 모집 안내,해당없음
"2025학년도 1학기 (통합)연계과정 학생 및 전환 희망 학생 모집 안내<25.1.10(금)-17(금), 합격자 발표 1.27(월)예정>",해당없음
2024년 10월 도서관 운영 일정 및 열람실별 이용 안내,해당없음
2025학년도 박사후연수과정(Post-Doc.) 지원사업 시행 계획 안내,해당없음
2024학년도 동아리활동지원 신청 안내(~12/24),해당없음
2024학년도 항공우주종합설계 발표평가 순서 안내,해당없음
[학사] 2024년 겨울방학 도서관 현장실습 신청 안내,해당없음
[일반대학원] 2024년 겨울방학 기록관리 현장실습 신청 안내,해당없음
2024학년도 2학기 교육봉사활동 사후평가회 개최 안내,해당없음
2024년도 교육시설 이용자 만족도 조사 실시 안내,해당없음
[도서관자치위원회] 2024년 12월 도서관 운영 일정 및 열람실별 이용 안내,해당없음
[선발결과] 핵심역량 강화를 위한 전공 집중형 튜터링 참가팀,해당없음
[알림] 반도체공학전공 펜토미노 교육과정 개편 설문조사,해당없음
[학부] 실내환경디자인학과 졸업생 특강_선배와의 만남 개최(9/26(목) 14시),해당없음
[교육인증원] 학부교육 실태조사(K-NSSE) 참여 요청,해당없음
[양식수정]2025년2월 졸업예정자 미래자동차마이크로디그리 신청 안내,해당없음
[교육인증원] 2024학년도 부산대학교 학생 핵심역량 진단(PNU-CESA) 실시 안내,해당없음
[부산울산지방병무청] 현역 모집병 모집(2024년 12월),해당없음
2025학년도 1학기 교양필수 교과목 수강신청 안내,해당없음
"2025학년도 1학기 대학원 추가학점 수강신청 안내 (1차: ~2/18, 2차: ~3/6)",해당없음
"[수강지도] 2025학년도 1학기 검찰실무(II) 첫 강의일 안내(2/27 목, 16:30, 제1법학관 2층 215호)",해당없음
2024년 8월 도서관 운영 일정 및 열람실별 이용 안내,해당없음
2024학년도 2학기 추가 휴ㆍ복학 신청 기간 안내,해당없음
[PASS] 2024학년도 2학기 김보경 교수님 지도교수 상담 실시 안내(2차),해당없음
[학부 4학년 이상 & 졸업 1년 이내 졸업생] 취업전략과 자기소개서 실전반 참가자 모집 안내,해당없음
2024학년도 전기(2025년 2월) 졸업자 최종 명단,해당없음
2025학년도 1학기_2학년 선택과정(Ⅲ) 수강신청 안내,해당없음
추가 학점 및 타대학 수강신청 관련,해당없음
2025학년도 1학기 교양필수 컴퓨터 수강신청 분반 안내,해당없음
"2025학년도 1학기 대학원과정 추가학점/타대학원 수강신청 안내(~2.18, ~3.6)",해당없음
"3,4월 BK연구장학금 지급일 안내(4월 25,26일)",해당없음
한국물기술인증원 2025년 상반기 직원 채용,해당없음
2025-1학기 효원브릿지 교과목 재이수 및 신규 이수 대상자 안내(2학년 재이수학생 직접 수강신청해야함.),해당없음
[졸업] 2025년 2월 고고학과 학위수여식 안내,해당없음
[학사] 2025학년도 1학기 수강정정대비 영어 기초학력 진단평가 실시 안내,해당없음
2024학년도 2학기 현장실습학기제 학생 모집 및 수강신청 안내,해당없음
2025년 1학년 수강신청 유의 사항,해당없음
2025학년도 1학기 대학원 교육과정 특성화 교과목 「생명윤리」 수강 신청 안내,해당없음
시스템모델링 마지막 증원 알려드립니다.-11시30분까지 학부로,해당없음
2025학년도 대학생활원 양산캠퍼스 분원 원생 모집 요강 공고,해당없음
2025년 8월 졸업예정자 졸업프로젝트 계획서 제출 안내 (~3/9),해당없음
[취업전략과] 면접 특강 및 진로취업만족도 조사 홍보 요청,해당없음
2025학년도 1학기 학부 희망과목담기 및 수강신청(대기순번제) 안내,해당없음
[SW융합교육원] 25학년도 1학기 일반선택 SW교과목 수강신청 안내,해당없음
[학사]2025학년도 1학기 추가 휴ㆍ복학 신청기간 안내,해당없음
[부산울산지방병무청] 현역 모집병 모집 (2025년 3월),해당없음
[SW융합교육원] 2025학년도 1학기 비전공자 대상 sw 관련 교과목(일반선택) 수강신청 안내,해당없음
2차 수강신청 관련 안내사항,해당없음
2025학년도 1차 종합졸업영어 수강생 모집 안내,해당없음
[교대원] 2024-2학기 지도교수 배정 신청 안내(~9/9(월)),해당없음
2024학년도 2학기 선택과정 강의실 배정 안내(1학년~3학년),해당없음
[교류/교환/파견/어학연수] 2024학년도 겨울계절수업 교류 수학 안내[서울대],해당없음
[수업]2025학년도 1학기 수강정정 관련 안내,해당없음
[대학원:수업:필독]2025학년도 1학기 정보융합공학과 컴퓨터/AI전공 수강지도 안내,해당없음
[학과행사] [국립대학 육성사업] 2024년 '사학과 선배들은 졸업하면 뭐 하지? - 사학과 신입생을 위한 진로·취업 특강' 프로그램 개최,해당없음
2025학년도 1학기 교류 수학 안내[일반대 일반대학원],해당없음
[2025-1] 휴·복학 추가신청 (Add.) Leave of Absence or Return to School,해당없음
2024학년도 편의시설(학생복지) 만족도 조사 시행,해당없음
[2025-1] 수강신청 안내 Course Registration,해당없음
2025학년도 1학기 대학원 특성화 교과목「연구윤리 및 연구관리」수강신청 안내,해당없음
2025학년도 1학기 예술문화영상학과 수강신청 안내 (부/복수전공 필독),해당없음
[졸업] 2025학년도 1차 기초졸업영어 수강생 모집 안내(영어성적 미충족자 꼭 확인),해당없음
2025학년도 대학생활원(부산) 1인실 및 2인실 모집요강 공고,해당없음
고전번역교육원 2024학년도 하계 한문특강(온라인강의) 안내,교육/특강/프로그램
2024 피알원 상반기 신입사원 공개채용 공고,취업 정보
"[대학내일ES] 마케팅AE(전환/체험형), 디자이너(전환형), 영상PD(체험형) 채용 안내",취업 정보
에듀테크 스타트업 드림베이스 사업 운영 매니저 체용 안내,취업 정보
언어의창 국어학원(해운대 장산 위치) 채용 안내,취업 정보
부산여자중학교 국어과 단기 기간제 교사 채용,취업 정보
【추천이벤트】온국민의 가슴 뛰는 동행 '두근 두근 동행 챌린지',교육/특강/프로그램
【추천공모전】2024 광화문글판 대학생 디자인 공모전,[공모전] 미술/디자인/건축
【추천공모전】제10회 섬 여행 영상 공모전,[공모전] 아이디어/기획
[취업전략과]2024학년도 공기업 취업특화 프로그램(1차) 참가자 모집 안내,미분류
2024년 부산도시공사 상반기 제2회 기간제직원 모집공고,취업 정보
<국립대 육성사업 비교과 프로그램 전문가 특강>,교육/특강/프로그램
